config_id,features,train_r2,test_r2,n_train,n_test,n_features,rank
892,"change_1w, change_2w, ma_3w, ma_4w, vol_2w, vol_3w, vol_4w",0.7164879019723197,0.37740641684519727,114,104,8,563
913,"change_1w, ma_2w, ma_3w, ma_4w, vol_2w, vol_3w, vol_4w",0.7164879019723197,0.37740641684519727,114,104,8,564
977,"change_1w, change_2w, ma_2w, ma_3w, ma_4w, vol_2w, vol_3w, vol_4w",0.7164879019723197,0.37740641684519727,114,104,9,565
829,"ma_2w, ma_3w, ma_4w, vol_2w, vol_3w, vol_4w",0.7164879019723198,0.37740641684519594,114,104,7,566
793,"change_2w, ma_2w, ma_4w, vol_2w, vol_3w, vol_4w",0.7164879019723198,0.3774064168451954,114,104,7,567
941,"change_2w, ma_2w, ma_3w, ma_4w, vol_2w, vol_3w, vol_4w",0.7164879019723198,0.3774064168451954,114,104,8,568
808,"change_2w, ma_3w, ma_4w, vol_2w, vol_3w, vol_4w",0.7164879019723198,0.37740641684519394,114,104,7,569
483,"change_1w, ma_3w, ma_4w, cos_seasonal, vol_4w",0.7128458673118786,0.3753406366356288,114,104,6,570
714,"change_1w, ma_2w, ma_3w, ma_4w, cos_seasonal, vol_4w",0.7128458673118786,0.3753406366356288,114,104,7,571
428,"change_1w, change_2w, ma_4w, cos_seasonal, vol_4w",0.7128458673118787,0.37534063663562844,114,104,6,572
659,"change_1w, change_2w, ma_2w, ma_4w, cos_seasonal, vol_4w",0.7128458673118787,0.37534063663562844,114,104,7,573
679,"change_1w, change_2w, ma_3w, ma_4w, cos_seasonal, vol_4w",0.7128458673118787,0.37534063663562844,114,104,7,574
854,"change_1w, change_2w, ma_2w, ma_3w, ma_4w, cos_seasonal, vol_4w",0.7128458673118787,0.37534063663562844,114,104,8,575
533,"change_2w, ma_2w, ma_4w, cos_seasonal, vol_4w",0.7128458673118787,0.37534063663562756,114,104,6,576
770,"change_2w, ma_2w, ma_3w, ma_4w, cos_seasonal, vol_4w",0.7128458673118787,0.37534063663562756,114,104,7,577
588,"ma_2w, ma_3w, ma_4w, cos_seasonal, vol_4w",0.7128458673118787,0.3753406366356272,114,104,6,578
553,"change_2w, ma_3w, ma_4w, cos_seasonal, vol_4w",0.7128458673118787,0.3753406366356261,114,104,6,579
701,"change_1w, change_2w, ma_4w, cos_seasonal, vol_3w, vol_4w",0.712867802454453,0.37523369909228876,114,104,7,580
876,"change_1w, change_2w, ma_2w, ma_4w, cos_seasonal, vol_3w, vol_4w",0.712867802454453,0.37523369909228876,114,104,8,581
891,"change_1w, change_2w, ma_3w, ma_4w, cos_seasonal, vol_3w, vol_4w",0.712867802454453,0.37523369909228876,114,104,8,582
976,"change_1w, change_2w, ma_2w, ma_3w, ma_4w, cos_seasonal, vol_3w, vol_4w",0.712867802454453,0.37523369909228876,114,104,9,583
751,"change_1w, ma_3w, ma_4w, cos_seasonal, vol_3w, vol_4w",0.712867802454453,0.3752336990922882,114,104,7,584
912,"change_1w, ma_2w, ma_3w, ma_4w, cos_seasonal, vol_3w, vol_4w",0.712867802454453,0.3752336990922882,114,104,8,585
792,"change_2w, ma_2w, ma_4w, cos_seasonal, vol_3w, vol_4w",0.712867802454453,0.37523369909228776,114,104,7,586
940,"change_2w, ma_2w, ma_3w, ma_4w, cos_seasonal, vol_3w, vol_4w",0.712867802454453,0.37523369909228776,114,104,8,587
828,"ma_2w, ma_3w, ma_4w, cos_seasonal, vol_3w, vol_4w",0.712867802454453,0.3752336990922869,114,104,7,588
807,"change_2w, ma_3w, ma_4w, cos_seasonal, vol_3w, vol_4w",0.712867802454453,0.3752336990922861,114,104,7,589
246,"change_1w, ma_4w, cos_seasonal, vol_4w",0.7125989068524756,0.37510477929014485,114,104,5,590
463,"change_1w, ma_2w, ma_4w, cos_seasonal, vol_4w",0.7125989068524756,0.37510477929014485,114,104,6,591
337,"ma_2w, ma_4w, cos_seasonal, vol_4w",0.7125989068524756,0.37510477929014374,114,104,5,592
505,"change_1w, ma_4w, cos_seasonal, vol_3w, vol_4w",0.7126456860025021,0.3748791579040569,114,104,6,593
736,"change_1w, ma_2w, ma_4w, cos_seasonal, vol_3w, vol_4w",0.7126456860025021,0.3748791579040569,114,104,7,594
610,"ma_2w, ma_4w, cos_seasonal, vol_3w, vol_4w",0.7126456860025021,0.3748791579040558,114,104,6,595
160,"ma_4w, cos_seasonal, vol_2w",0.7008111285315413,0.3737695561495328,114,104,4,596
117,"change_2w, vol_2w, vol_3w",0.6945333680278861,0.3737300025942919,115,105,4,597
845,"ma_3w, ma_4w, cos_seasonal, vol_2w, vol_3w, vol_4w",0.7077426391776485,0.37316419314639304,114,104,7,598
102,"change_2w, ma_3w, vol_2w",0.7014721700457106,0.37292585231790465,115,105,4,599
61,"change_1w, change_2w, vol_2w",0.7014721700457106,0.37292585231790365,115,105,4,600
180,"change_1w, change_2w, ma_2w, vol_2w",0.7014721700457106,0.37292585231790365,115,105,5,601
186,"change_1w, change_2w, ma_3w, vol_2w",0.7014721700457106,0.37292585231790365,115,105,5,602
389,"change_1w, change_2w, ma_2w, ma_3w, vol_2w",0.7014721700457106,0.37292585231790365,115,105,6,603
96,"change_2w, ma_2w, vol_2w",0.7014721700457106,0.3729258523179031,115,105,4,604
263,"change_2w, ma_2w, ma_3w, vol_2w",0.7014721700457106,0.3729258523179031,115,105,5,605
74,"change_1w, ma_3w, vol_2w",0.7014721700457105,0.37292585231790254,115,105,4,606
123,"ma_2w, ma_3w, vol_2w",0.7014721700457106,0.37292585231790254,115,105,4,607
207,"change_1w, ma_2w, ma_3w, vol_2w",0.7014721700457105,0.37292585231790254,115,105,5,608
624,"ma_3w, ma_4w, cos_seasonal, vol_2w, vol_4w",0.7076635530345885,0.3724440534847123,114,104,6,609
43,"ma_4w, vol_2w",0.6994080355894507,0.3724105067710476,114,104,3,610
8,vol_2w,0.70067310154846,0.37229342648452557,116,106,2,611
53,"vol_2w, vol_3w",0.6942667778897782,0.37204954362886467,115,105,3,612
193,"change_1w, change_2w, ma_4w, vol_4w",0.7110307362671249,0.37189989014103664,114,104,5,613
396,"change_1w, change_2w, ma_2w, ma_4w, vol_4w",0.7110307362671249,0.37189989014103664,114,104,6,614
411,"change_1w, change_2w, ma_3w, ma_4w, vol_4w",0.7110307362671249,0.37189989014103664,114,104,6,615
642,"change_1w, change_2w, ma_2w, ma_3w, ma_4w, vol_4w",0.7110307362671249,0.37189989014103664,114,104,7,616
229,"change_1w, ma_3w, ma_4w, vol_4w",0.7110307362671249,0.3718998901410362,114,104,5,617
446,"change_1w, ma_2w, ma_3w, ma_4w, vol_4w",0.7110307362671249,0.3718998901410362,114,104,6,618
320,"ma_2w, ma_3w, ma_4w, vol_4w",0.7110307362671249,0.37189989014103497,114,104,5,619
270,"change_2w, ma_2w, ma_4w, vol_4w",0.7110307362671248,0.37189989014103453,114,104,5,620
516,"change_2w, ma_2w, ma_3w, ma_4w, vol_4w",0.7110307362671248,0.37189989014103453,114,104,6,621
285,"change_2w, ma_3w, ma_4w, vol_4w",0.7110307362671249,0.371899890141033,114,104,5,622
81,"change_1w, ma_4w, vol_4w",0.7108390721823272,0.3718953227932291,114,104,4,623
214,"change_1w, ma_2w, ma_4w, vol_4w",0.7108390721823272,0.3718953227932291,114,104,5,624
130,"ma_2w, ma_4w, vol_4w",0.7108390721823272,0.3718953227932279,114,104,4,625
581,"change_2w, cos_seasonal, vol_2w, vol_3w, vol_4w",0.7028626409782969,0.3717804683744538,114,104,6,626
431,"change_1w, change_2w, ma_4w, vol_3w, vol_4w",0.7110519733473073,0.3717155019398938,114,104,6,627
662,"change_1w, change_2w, ma_2w, ma_4w, vol_3w, vol_4w",0.7110519733473073,0.3717155019398938,114,104,7,628
682,"change_1w, change_2w, ma_3w, ma_4w, vol_3w, vol_4w",0.7110519733473073,0.3717155019398938,114,104,7,629
857,"change_1w, change_2w, ma_2w, ma_3w, ma_4w, vol_3w, vol_4w",0.7110519733473073,0.3717155019398938,114,104,8,630
486,"change_1w, ma_3w, ma_4w, vol_3w, vol_4w",0.7110519733473073,0.37171550193989356,114,104,6,631
717,"change_1w, ma_2w, ma_3w, ma_4w, vol_3w, vol_4w",0.7110519733473073,0.37171550193989356,114,104,7,632
591,"ma_2w, ma_3w, ma_4w, vol_3w, vol_4w",0.7110519733473073,0.3717155019398922,114,104,6,633
536,"change_2w, ma_2w, ma_4w, vol_3w, vol_4w",0.7110519733473073,0.37171550193989167,114,104,6,634
773,"change_2w, ma_2w, ma_3w, ma_4w, vol_3w, vol_4w",0.7110519733473073,0.37171550193989167,114,104,7,635
556,"change_2w, ma_3w, ma_4w, vol_3w, vol_4w",0.7110519733473073,0.3717155019398911,114,104,6,636
249,"change_1w, ma_4w, vol_3w, vol_4w",0.7108813971184116,0.37156830106711103,114,104,5,637
466,"change_1w, ma_2w, ma_4w, vol_3w, vol_4w",0.7108813971184116,0.37156830106711103,114,104,6,638
340,"ma_2w, ma_4w, vol_3w, vol_4w",0.7108813971184116,0.3715683010671096,114,104,5,639
494,"change_1w, ma_3w, cos_seasonal, vol_2w, vol_4w",0.711872957909029,0.37144006269054863,114,104,6,640
725,"change_1w, ma_2w, ma_3w, cos_seasonal, vol_2w, vol_4w",0.711872957909029,0.37144006269054863,114,104,7,641
599,"ma_2w, ma_3w, cos_seasonal, vol_2w, vol_4w",0.711872957909029,0.37144006269054763,114,104,6,642
439,"change_1w, change_2w, cos_seasonal, vol_2w, vol_4w",0.711872957909029,0.3714400626905472,114,104,6,643
670,"change_1w, change_2w, ma_2w, cos_seasonal, vol_2w, vol_4w",0.711872957909029,0.3714400626905472,114,104,7,644
690,"change_1w, change_2w, ma_3w, cos_seasonal, vol_2w, vol_4w",0.711872957909029,0.3714400626905472,114,104,7,645
865,"change_1w, change_2w, ma_2w, ma_3w, cos_seasonal, vol_2w, vol_4w",0.711872957909029,0.3714400626905472,114,104,8,646
544,"change_2w, ma_2w, cos_seasonal, vol_2w, vol_4w",0.711872957909029,0.37144006269054697,114,104,6,647
781,"change_2w, ma_2w, ma_3w, cos_seasonal, vol_2w, vol_4w",0.711872957909029,0.37144006269054697,114,104,7,648
564,"change_2w, ma_3w, cos_seasonal, vol_2w, vol_4w",0.711872957909029,0.3714400626905463,114,104,6,649
238,"change_1w, ma_3w, vol_2w, vol_4w",0.710586704284803,0.37032282154204466,114,104,5,650
455,"change_1w, ma_2w, ma_3w, vol_2w, vol_4w",0.710586704284803,0.37032282154204466,114,104,6,651
329,"ma_2w, ma_3w, vol_2w, vol_4w",0.7105867042848031,0.37032282154204343,114,104,5,652
202,"change_1w, change_2w, vol_2w, vol_4w",0.7105867042848031,0.3703228215420433,114,104,5,653
405,"change_1w, change_2w, ma_2w, vol_2w, vol_4w",0.7105867042848031,0.3703228215420433,114,104,6,654
420,"change_1w, change_2w, ma_3w, vol_2w, vol_4w",0.7105867042848031,0.3703228215420433,114,104,6,655
651,"change_1w, change_2w, ma_2w, ma_3w, vol_2w, vol_4w",0.7105867042848031,0.3703228215420433,114,104,7,656
279,"change_2w, ma_2w, vol_2w, vol_4w",0.7105867042848031,0.37032282154204255,114,104,5,657
525,"change_2w, ma_2w, ma_3w, vol_2w, vol_4w",0.7105867042848031,0.37032282154204255,114,104,6,658
294,"change_2w, ma_3w, vol_2w, vol_4w",0.7105867042848031,0.3703228215420421,114,104,5,659
757,"change_1w, ma_3w, cos_seasonal, vol_2w, vol_3w, vol_4w",0.715367894727448,0.3702881932335256,114,104,7,660
918,"change_1w, ma_2w, ma_3w, cos_seasonal, vol_2w, vol_3w, vol_4w",0.715367894727448,0.3702881932335256,114,104,8,661
707,"change_1w, change_2w, cos_seasonal, vol_2w, vol_3w, vol_4w",0.715367894727448,0.37028819323352424,114,104,7,662
882,"change_1w, change_2w, ma_2w, cos_seasonal, vol_2w, vol_3w, vol_4w",0.715367894727448,0.37028819323352424,114,104,8,663
897,"change_1w, change_2w, ma_3w, cos_seasonal, vol_2w, vol_3w, vol_4w",0.715367894727448,0.37028819323352424,114,104,8,664
982,"change_1w, change_2w, ma_2w, ma_3w, cos_seasonal, vol_2w, vol_3w, vol_4w",0.715367894727448,0.37028819323352424,114,104,9,665
834,"ma_2w, ma_3w, cos_seasonal, vol_2w, vol_3w, vol_4w",0.715367894727448,0.3702881932335238,114,104,7,666
798,"change_2w, ma_2w, cos_seasonal, vol_2w, vol_3w, vol_4w",0.715367894727448,0.3702881932335236,114,104,7,667
946,"change_2w, ma_2w, ma_3w, cos_seasonal, vol_2w, vol_3w, vol_4w",0.715367894727448,0.3702881932335236,114,104,8,668
813,"change_2w, ma_3w, cos_seasonal, vol_2w, vol_3w, vol_4w",0.715367894727448,0.370288193233523,114,104,7,669
38,"ma_3w, vol_2w",0.6945734466908761,0.37027319612371457,115,105,3,670
153,"ma_3w, vol_2w, vol_3w",0.6945739022136337,0.369792522090271,115,105,4,671
313,"change_2w, cos_seasonal, vol_2w, vol_4w",0.702224916359373,0.36969537589922596,114,104,5,672
315,"change_2w, vol_2w, vol_3w, vol_4w",0.701450307210189,0.369374954362365,114,104,5,673
626,"ma_3w, ma_4w, vol_2w, vol_3w, vol_4w",0.7059928419241248,0.3693727596177371,114,104,6,674
312,"change_2w, cos_seasonal, vol_2w, vol_3w",0.6967248299360991,0.36918052918130506,115,105,5,675
135,"ma_2w, cos_seasonal, vol_2w",0.7086559822540863,0.3688825299361246,116,106,4,676
86,"change_1w, cos_seasonal, vol_2w",0.7086559822540863,0.36888252993612414,116,106,4,677
219,"change_1w, ma_2w, cos_seasonal, vol_2w",0.7086559822540863,0.36888252993612414,116,106,5,678
359,"ma_3w, ma_4w, vol_2w, vol_4w",0.7059036888914065,0.3687639018936445,114,104,5,679
496,"change_1w, ma_3w, vol_2w, vol_3w, vol_4w",0.7140824938299082,0.3683454919747674,114,104,6,680
727,"change_1w, ma_2w, ma_3w, vol_2w, vol_3w, vol_4w",0.7140824938299082,0.3683454919747674,114,104,7,681
441,"change_1w, change_2w, vol_2w, vol_3w, vol_4w",0.7140824938299082,0.3683454919747662,114,104,6,682
672,"change_1w, change_2w, ma_2w, vol_2w, vol_3w, vol_4w",0.7140824938299082,0.3683454919747662,114,104,7,683
692,"change_1w, change_2w, ma_3w, vol_2w, vol_3w, vol_4w",0.7140824938299082,0.3683454919747662,114,104,7,684
867,"change_1w, change_2w, ma_2w, ma_3w, vol_2w, vol_3w, vol_4w",0.7140824938299082,0.3683454919747662,114,104,8,685
601,"ma_2w, ma_3w, vol_2w, vol_3w, vol_4w",0.7140824938299081,0.3683454919747654,114,104,6,686
546,"change_2w, ma_2w, vol_2w, vol_3w, vol_4w",0.7140824938299081,0.36834549197476496,114,104,6,687
783,"change_2w, ma_2w, ma_3w, vol_2w, vol_3w, vol_4w",0.7140824938299081,0.36834549197476496,114,104,7,688
566,"change_2w, ma_3w, vol_2w, vol_3w, vol_4w",0.7140824938299081,0.3683454919747642,114,104,6,689
290,"change_2w, ma_3w, cos_seasonal, vol_2w",0.7036153156703567,0.36822650398827217,115,105,5,690
198,"change_1w, change_2w, cos_seasonal, vol_2w",0.7036153156703567,0.3682265039882714,115,105,5,691
401,"change_1w, change_2w, ma_2w, cos_seasonal, vol_2w",0.7036153156703567,0.3682265039882714,115,105,6,692
416,"change_1w, change_2w, ma_3w, cos_seasonal, vol_2w",0.7036153156703567,0.3682265039882714,115,105,6,693
647,"change_1w, change_2w, ma_2w, ma_3w, cos_seasonal, vol_2w",0.7036153156703567,0.3682265039882714,115,105,7,694
275,"change_2w, ma_2w, cos_seasonal, vol_2w",0.7036153156703567,0.36822650398827117,115,105,5,695
521,"change_2w, ma_2w, ma_3w, cos_seasonal, vol_2w",0.7036153156703567,0.36822650398827117,115,105,6,696
234,"change_1w, ma_3w, cos_seasonal, vol_2w",0.7036153156703568,0.3682265039882705,115,105,5,697
325,"ma_2w, ma_3w, cos_seasonal, vol_2w",0.7036153156703567,0.3682265039882705,115,105,5,698
451,"change_1w, ma_2w, ma_3w, cos_seasonal, vol_2w",0.7036153156703568,0.3682265039882705,115,105,6,699
118,"change_2w, vol_2w, vol_4w",0.7008218203225323,0.36771066441904654,114,104,4,700
293,"change_2w, ma_3w, vol_2w, vol_3w",0.701528727601755,0.36741433865973816,115,105,5,701
201,"change_1w, change_2w, vol_2w, vol_3w",0.701528727601755,0.3674143386597374,115,105,5,702
404,"change_1w, change_2w, ma_2w, vol_2w, vol_3w",0.701528727601755,0.3674143386597374,115,105,6,703
419,"change_1w, change_2w, ma_3w, vol_2w, vol_3w",0.701528727601755,0.3674143386597374,115,105,6,704
650,"change_1w, change_2w, ma_2w, ma_3w, vol_2w, vol_3w",0.701528727601755,0.3674143386597374,115,105,7,705
278,"change_2w, ma_2w, vol_2w, vol_3w",0.701528727601755,0.36741433865973705,115,105,5,706
524,"change_2w, ma_2w, ma_3w, vol_2w, vol_3w",0.701528727601755,0.36741433865973705,115,105,6,707
237,"change_1w, ma_3w, vol_2w, vol_3w",0.7015287276017549,0.3674143386597365,115,105,5,708
454,"change_1w, ma_2w, ma_3w, vol_2w, vol_3w",0.7015287276017549,0.3674143386597365,115,105,6,709
328,"ma_2w, ma_3w, vol_2w, vol_3w",0.701528727601755,0.3674143386597364,115,105,5,710
574,"change_2w, ma_4w, cos_seasonal, vol_2w, vol_4w",0.7027055365922816,0.36717733408063735,114,104,6,711
481,"change_1w, ma_3w, ma_4w, cos_seasonal, vol_2w",0.7156764164903737,0.36715890134979345,114,104,6,712
712,"change_1w, ma_2w, ma_3w, ma_4w, cos_seasonal, vol_2w",0.7156764164903737,0.36715890134979345,114,104,7,713
426,"change_1w, change_2w, ma_4w, cos_seasonal, vol_2w",0.7156764164903738,0.36715890134979334,114,104,6,714
657,"change_1w, change_2w, ma_2w, ma_4w, cos_seasonal, vol_2w",0.7156764164903738,0.36715890134979334,114,104,7,715
677,"change_1w, change_2w, ma_3w, ma_4w, cos_seasonal, vol_2w",0.7156764164903738,0.36715890134979334,114,104,7,716
852,"change_1w, change_2w, ma_2w, ma_3w, ma_4w, cos_seasonal, vol_2w",0.7156764164903738,0.36715890134979334,114,104,8,717
531,"change_2w, ma_2w, ma_4w, cos_seasonal, vol_2w",0.7156764164903738,0.36715890134979245,114,104,6,718
768,"change_2w, ma_2w, ma_3w, ma_4w, cos_seasonal, vol_2w",0.7156764164903738,0.36715890134979245,114,104,7,719
586,"ma_2w, ma_3w, ma_4w, cos_seasonal, vol_2w",0.7156764164903737,0.367158901349792,114,104,6,720
551,"change_2w, ma_3w, ma_4w, cos_seasonal, vol_2w",0.7156764164903738,0.36715890134979134,114,104,6,721
244,"change_1w, ma_4w, cos_seasonal, vol_2w",0.7156763608730776,0.36712446580996283,114,104,5,722
461,"change_1w, ma_2w, ma_4w, cos_seasonal, vol_2w",0.7156763608730776,0.36712446580996283,114,104,6,723
335,"ma_2w, ma_4w, cos_seasonal, vol_2w",0.7156763608730776,0.3671244658099616,114,104,5,724
818,"change_2w, ma_4w, cos_seasonal, vol_2w, vol_3w, vol_4w",0.703968148955576,0.3671096577221383,114,104,7,725
172,"cos_seasonal, vol_2w, vol_3w",0.6963099806390727,0.3667333922494075,115,105,4,726
625,"ma_3w, ma_4w, cos_seasonal, vol_3w, vol_4w",0.7064492000340915,0.36668420283107994,114,104,6,727
26,"change_2w, vol_3w",0.6936114013328831,0.36654714074747097,115,105,3,728
357,"ma_3w, ma_4w, cos_seasonal, vol_4w",0.706308911026142,0.3665033300056797,114,104,5,729
25,"change_2w, vol_2w",0.6944121021299703,0.36613944792358544,115,105,3,730
150,"ma_3w, cos_seasonal, vol_2w",0.6964994440805012,0.3657638859420791,115,105,4,731
304,"change_2w, ma_4w, vol_2w, vol_4w",0.7014251839845522,0.36538493800003014,114,104,5,732
227,"change_1w, ma_3w, ma_4w, vol_2w",0.714023946540077,0.3649101277917094,114,104,5,733
444,"change_1w, ma_2w, ma_3w, ma_4w, vol_2w",0.714023946540077,0.3649101277917094,114,104,6,734
191,"change_1w, change_2w, ma_4w, vol_2w",0.714023946540077,0.3649101277917093,114,104,5,735
394,"change_1w, change_2w, ma_2w, ma_4w, vol_2w",0.714023946540077,0.3649101277917093,114,104,6,736
409,"change_1w, change_2w, ma_3w, ma_4w, vol_2w",0.714023946540077,0.3649101277917093,114,104,6,737
640,"change_1w, change_2w, ma_2w, ma_3w, ma_4w, vol_2w",0.714023946540077,0.3649101277917093,114,104,7,738
318,"ma_2w, ma_3w, ma_4w, vol_2w",0.714023946540077,0.3649101277917085,114,104,5,739
268,"change_2w, ma_2w, ma_4w, vol_2w",0.7140239465400771,0.36491012779170773,114,104,5,740
514,"change_2w, ma_2w, ma_3w, ma_4w, vol_2w",0.7140239465400771,0.36491012779170773,114,104,6,741
283,"change_2w, ma_3w, ma_4w, vol_2w",0.7140239465400771,0.3649101277917065,114,104,5,742
576,"change_2w, ma_4w, vol_2w, vol_3w, vol_4w",0.7027451660626933,0.36486884287032273,114,104,6,743
367,"ma_3w, cos_seasonal, vol_2w, vol_3w",0.6965018468014788,0.36471174136199347,115,105,5,744
9,vol_3w,0.6933430208098315,0.3646293570132605,115,105,2,745
636,"ma_4w, cos_seasonal, vol_2w, vol_3w, vol_4w",0.7011825251229579,0.36458713722165437,114,104,6,746
79,"change_1w, ma_4w, vol_2w",0.7140195604875548,0.3645613818778921,114,104,4,747
212,"change_1w, ma_2w, ma_4w, vol_2w",0.7140195604875548,0.3645613818778921,114,104,5,748
128,"ma_2w, ma_4w, vol_2w",0.7140195604875548,0.36456138187789144,114,104,4,749
89,"change_1w, vol_2w, vol_3w",0.6975803383004653,0.36455808975848014,115,105,4,750
222,"change_1w, ma_2w, vol_2w, vol_3w",0.6975803383004653,0.36455808975848014,115,105,5,751
138,"ma_2w, vol_2w, vol_3w",0.6975803383004653,0.36455808975848003,115,105,4,752
378,"ma_4w, cos_seasonal, vol_2w, vol_4w",0.7009022139977577,0.363945758652753,114,104,5,753
114,"change_2w, cos_seasonal, vol_2w",0.6966269610256549,0.3627406573086617,115,105,4,754
360,"ma_3w, ma_4w, vol_3w, vol_4w",0.7046097824130862,0.3627394882677437,114,104,5,755
39,"ma_3w, vol_3w",0.693540776341466,0.3624545663812119,115,105,3,756
145,"ma_3w, ma_4w, vol_4w",0.7044669259015073,0.362333489163825,114,104,4,757
50,"cos_seasonal, vol_2w",0.7033765397092515,0.3623087611522171,116,106,3,758
563,"change_2w, ma_3w, cos_seasonal, vol_2w, vol_3w",0.7036885672239617,0.36225400691878085,115,105,6,759
438,"change_1w, change_2w, cos_seasonal, vol_2w, vol_3w",0.7036885672239617,0.3622540069187795,115,105,6,760
543,"change_2w, ma_2w, cos_seasonal, vol_2w, vol_3w",0.7036885672239617,0.3622540069187795,115,105,6,761
669,"change_1w, change_2w, ma_2w, cos_seasonal, vol_2w, vol_3w",0.7036885672239617,0.3622540069187795,115,105,7,762
689,"change_1w, change_2w, ma_3w, cos_seasonal, vol_2w, vol_3w",0.7036885672239617,0.3622540069187795,115,105,7,763
780,"change_2w, ma_2w, ma_3w, cos_seasonal, vol_2w, vol_3w",0.7036885672239617,0.3622540069187795,115,105,7,764
864,"change_1w, change_2w, ma_2w, ma_3w, cos_seasonal, vol_2w, vol_3w",0.7036885672239617,0.3622540069187795,115,105,8,765
493,"change_1w, ma_3w, cos_seasonal, vol_2w, vol_3w",0.7036885672239617,0.3622540069187792,115,105,6,766
724,"change_1w, ma_2w, ma_3w, cos_seasonal, vol_2w, vol_3w",0.7036885672239617,0.3622540069187792,115,105,7,767
598,"ma_2w, ma_3w, cos_seasonal, vol_2w, vol_3w",0.7036885672239617,0.36225400691877907,115,105,6,768
380,"ma_4w, vol_2w, vol_3w, vol_4w",0.6998010921623026,0.3619451245745664,114,104,5,769
115,"change_2w, cos_seasonal, vol_3w",0.6957712134459564,0.3617801955429767,115,105,4,770
355,"ma_3w, ma_4w, cos_seasonal, vol_2w",0.7075521086551113,0.36175095433466964,114,104,5,771
623,"ma_3w, ma_4w, cos_seasonal, vol_2w, vol_3w",0.7075521882559799,0.3615825108812927,114,104,6,772
377,"ma_4w, cos_seasonal, vol_2w, vol_3w",0.7011695670162346,0.36157051263007645,114,104,5,773
164,"ma_4w, vol_2w, vol_4w",0.6995112838894539,0.36154002512450156,114,104,4,774
103,"change_2w, ma_3w, vol_3w",0.6988393467572402,0.3603327940434419,115,105,4,775
62,"change_1w, change_2w, vol_3w",0.6988393467572402,0.3603327940434409,115,105,4,776
181,"change_1w, change_2w, ma_2w, vol_3w",0.6988393467572402,0.3603327940434409,115,105,5,777
187,"change_1w, change_2w, ma_3w, vol_3w",0.6988393467572402,0.3603327940434409,115,105,5,778
390,"change_1w, change_2w, ma_2w, ma_3w, vol_3w",0.6988393467572402,0.3603327940434409,115,105,6,779
97,"change_2w, ma_2w, vol_3w",0.6988393467572402,0.36033279404344076,115,105,4,780
264,"change_2w, ma_2w, ma_3w, vol_3w",0.6988393467572402,0.36033279404344076,115,105,5,781
124,"ma_2w, ma_3w, vol_3w",0.6988393467572402,0.3603327940434403,115,105,4,782
75,"change_1w, ma_3w, vol_3w",0.6988393467572402,0.3603327940434402,115,105,4,783
208,"change_1w, ma_2w, ma_3w, vol_3w",0.6988393467572402,0.3603327940434402,115,105,5,784
163,"ma_4w, vol_2w, vol_3w",0.6997901031818206,0.35909436879223244,114,104,4,785
51,"cos_seasonal, vol_3w",0.6953553270934993,0.3590517677111206,115,105,3,786
143,"ma_3w, ma_4w, vol_2w",0.7058170199224194,0.35895616006697195,114,104,4,787
256,"change_1w, cos_seasonal, vol_2w, vol_3w",0.6993511318659752,0.35877121645123244,115,105,5,788
347,"ma_2w, cos_seasonal, vol_2w, vol_3w",0.6993511318659752,0.35877121645123244,115,105,5,789
473,"change_1w, ma_2w, cos_seasonal, vol_2w, vol_3w",0.6993511318659752,0.35877121645123244,115,105,6,790
236,"change_1w, ma_3w, cos_seasonal, vol_4w",0.7069478300179863,0.3587257940384252,114,104,5,791
453,"change_1w, ma_2w, ma_3w, cos_seasonal, vol_4w",0.7069478300179863,0.3587257940384252,114,104,6,792
327,"ma_2w, ma_3w, cos_seasonal, vol_4w",0.7069478300179863,0.358725794038424,114,104,5,793
200,"change_1w, change_2w, cos_seasonal, vol_4w",0.7069478300179863,0.35872579403842386,114,104,5,794
403,"change_1w, change_2w, ma_2w, cos_seasonal, vol_4w",0.7069478300179863,0.35872579403842386,114,104,6,795
418,"change_1w, change_2w, ma_3w, cos_seasonal, vol_4w",0.7069478300179863,0.35872579403842386,114,104,6,796
649,"change_1w, change_2w, ma_2w, ma_3w, cos_seasonal, vol_4w",0.7069478300179863,0.35872579403842386,114,104,7,797
277,"change_2w, ma_2w, cos_seasonal, vol_4w",0.7069478300179863,0.358725794038423,114,104,5,798
523,"change_2w, ma_2w, ma_3w, cos_seasonal, vol_4w",0.7069478300179863,0.358725794038423,114,104,6,799
292,"change_2w, ma_3w, cos_seasonal, vol_4w",0.7069478300179863,0.35872579403842286,114,104,5,800
495,"change_1w, ma_3w, cos_seasonal, vol_3w, vol_4w",0.7070165591890691,0.3580329919958549,114,104,6,801
726,"change_1w, ma_2w, ma_3w, cos_seasonal, vol_3w, vol_4w",0.7070165591890691,0.3580329919958549,114,104,7,802
600,"ma_2w, ma_3w, cos_seasonal, vol_3w, vol_4w",0.7070165591890691,0.35803299199585403,114,104,6,803
440,"change_1w, change_2w, cos_seasonal, vol_3w, vol_4w",0.7070165591890691,0.3580329919958538,114,104,6,804
671,"change_1w, change_2w, ma_2w, cos_seasonal, vol_3w, vol_4w",0.7070165591890691,0.3580329919958538,114,104,7,805
691,"change_1w, change_2w, ma_3w, cos_seasonal, vol_3w, vol_4w",0.7070165591890691,0.3580329919958538,114,104,7,806
